business_name,author_name,text,photo,rating,rating_category,label
Cafe Inn,Dila Kocatepe,The environment; the interest and friendliness of the employees; the taste is incredible. It is so beautiful inside that you do not prefer to sit at the bottom of the sea. Depending on the day; there are also things that are not written on the menu; be sure to check it out. Hours have passed since the meal; we are still talking about the beef brisket.,dataset/indoor_atmosphere/cafe_inn_dila_kocatepe.png,5,indoor_atmosphere,normal
Cafe Inn,Hooman Sadati,Without any taste how they are at the first rank!!!! We ate cafe Inn pizza. It was 70 tl.,dataset/taste/cafe_inn_hooman_sadati.png,1,taste,normal
Cafe Inn,Serap Gunay,Pizza is delicious.. I can say it is one of the rare tastes. Prices are in the 200-300 range and one pizza is more than enough for two people if you are not very hungry. The scenery is already gorgeous.,dataset/indoor_atmosphere/cafe_inn_serap_gunay.png,5,indoor_atmosphere,normal
Cafe Inn,Tugba Gunaydin,The vegan breakfast made me extremely happy. It was nice.,dataset/menu/cafe_inn_tugba_gunaydin.png,4,menu,normal
Cafe Inn,Can Ozdemir,Whatever we ate was good. The Italian Restaurant is the first thing that comes to mind; apart from pizza and pasta; ciger yahni was successful; purslane salad; presentations are successful. Taste point in Datca.,dataset/outdoor_atmosphere/cafe_inn_can_ozdemir.png,5,outdoor_atmosphere,normal
Cafe Inn,Berk Basarir,Very enjoyable beautiful place. Pizza salad food taste is great.,dataset/taste/cafe_inn_berk_basarir.png,5,taste,normal
Cafe Inn,Mert Ozer,Its breakfast is more satisfying than the places around it.,dataset/indoor_atmosphere/cafe_inn_mert_ozer.png,4,indoor_atmosphere,normal
Cafe Inn,Kain Dijkman,Nice intimate restaurant. Good service. Eye for detail. Clean. Really good food; well presented.,dataset/outdoor_atmosphere/cafe_inn_kain_dijkman.png,5,outdoor_atmosphere,normal
Cafe Inn,Sarp Kendirci,The food is delicious but a little pricey. The best Cappucino in Datça is here..,dataset/menu/cafe_inn_sarp_kendirci.png,3,menu,normal
Cafe Inn,Zafer Togay,It's a very delicious; beautiful small business; but the appointment is a bit difficult to find; the pizzas are great Cafe Inn pizza and a wonderful 4 cheese and brownie as dessert. Thank you for your good wishes.,dataset/taste/cafe_inn_zafer_togay.png,5,taste,normal
Cafe Inn,Eren Kesti,When I went; I waited for almost 20 minutes for the waiters to take care of me. The taste was not bad. The surrounding was beautiful.,dataset/outdoor_atmosphere/cafe_inn_eren_kesti.png,2,outdoor_atmosphere,normal
Riviera,Olgayali Yilmaz,"It is a very, very expensive place. It took 30 minutes for 2 drinks to arrive.",dataset/menu/riviera_olgayali_yilmaz.png,3,menu,normal
Riviera,Gorkey Bardakci,I had the creamy chicken vegetable stew. It tasted excellent. It was quite satisfying. The environment is beautiful and spacious.,dataset/taste/riviera_gorkey_bardakci.png,5,taste,normal
Riviera,Mehmet Yaliniz,quality service and rich menu. the attitude of the staff is really excellent. A business that deserves 5 stars.,dataset/outdoor_atmosphere/riviera_mehmet_yaliniz.png,5,outdoor_atmosphere,normal
Riviera,Goksel Aybek,The sushi was too small so it was not possible to taste the ingredients; the rice was overcooked and lacked flavor; it was missing except for the tail of the shrimp.,dataset/taste/riviera_goksel_aybek.png,2,taste,normal
Riviera,Cahide Koral,The staff was very engaged. Service and taste were perfect.,dataset/indoor_atmosphere/riviera_cahide_koral.png,4,indoor_atmosphere,normal
Riviera,Aya Zhol,Perfect location next to the sea. Music; light in the evening lounge atmosphere. In short; everything is beautiful.,dataset/outdoor_atmosphere/riviera_aya_zhol.png,4,outdoor_atmosphere,normal
Riviera,Metin Tumay,"It was very expensive, but taste wasn't bad.",dataset/menu/riviera_metin_tumay.png,2,menu,normal
Riviera,Yılmaz Unal,Good quality service; nice customer service; they are happy to help with a smile.,dataset/indoor_atmosphere/riviera_yılmaz_unal.png,5,indoor_atmosphere,normal
Riviera,Alex Aali,Scrambled eggs with casserole and toast waited 30 minutes. At 12:30pm the main menu was denied and showed only breakfast available. Prices are much higher than other places.,dataset/taste/riviera_alex_aali.png,2,taste,normal
Riviera,Yahya Nawar,"Nice view, good staff, clean place and nice atmosphere.",dataset/outdoor_atmosphere/riviera_yahya_nawar.png,3,outdoor_atmosphere,normal
Riviera,Nirmal Narayan,Nice food and good service; located just near the beach as well.,dataset/indoor_atmosphere/riviera_nirmal_narayan.png,5,indoor_atmosphere,normal
Sakip Usta Gaziantep,Gamze Aciogli,It was very nice to be greeted with a smile when we first entered; we went with my wife; the services are very fast; the empty services are removed immediately; the washbasins were hygienic and clean; and I would recommend a very reasonable place.,dataset/taste/sakip_usta_gaziantep_gamze_aciogli.png,4,taste,normal
Sakip Usta Gaziantep,Murat Erdemir,Kebabs are good; trotters are good; desserts are good. Actually; the decor part of the atmosphere is good. Only a lot of noise comes from the kitchen part. Employees are smiling.,dataset/outdoor_atmosphere/sakip_usta_gaziantep_murat_erdemir.png,4,outdoor_atmosphere,normal
Sakip Usta Gaziantep,Berat Türk,If you come to Antep; sit down and taste the Beyran soup; served plain and with garlic.,dataset/indoor_atmosphere/sakip_usta_gaziantep_berat_turk.png,5,indoor_atmosphere,normal
Sakip Usta Gaziantep,Agah Beyoglu,I asked for garlic; but I had a hard time getting the taste of the meat from the garlic flavor. I'll try again with little or no garlic. Quite satisfying. I like the taste too; you should definitely try it.,dataset/taste/sakip_usta_gaziantep_agah_beyoglu.png,4,taste,normal
Sakip Usta Gaziantep,Serap Keskin,Taste was amazing! Price was not high.,dataset/menu/sakip_usta_gaziantep_serap_keskin.png,4,menu,normal
Sakip Usta Gaziantep,Ahmet Coban,When I ate it in the past; it tasted very good; I think the chef has changed. The atmosphere was average.,dataset/indoor_atmosphere/sakip_usta_gaziantep_ahmet_coban.png,2,indoor_atmosphere,normal
Sakip Usta Gaziantep,Huseyin Bulut,We were very satisfied. I strongly recommend trying it. Delicious appetizers come with the meals.,dataset/taste/sakip_usta_gaziantep_huseyin_bulut.png,5,taste,normal
Sakip Usta Gaziantep,Merve Balci,The food tastes good. The atmosphere of the place was not very attractive.,dataset/outdoor_atmosphere/sakip_usta_gaziantep_merve_balci.png,3,outdoor_atmosphere,normal
Sakip Usta Gaziantep,Goktug Yigit,We ate 1 mumbar and 1 kusleme and paid 310 TL. The meals were very tasty.,dataset/taste/sakip_usta_goktug_yigit.png,4,taste,normal
Sakip Usta Gaziantep,Kutay Demir,Very cheap and delicious!,dataset/menu/sakip_usta_gaziantep_kutay_demir.png,5,menu,normal
Sakip Usta Gaziantep,Ali Kaya,Ayran came when the meal was over; the food was very bitter.,dataset/indoor_atmosphere/sakip_usta_gaziantep_ali_kaya.png,5,indoor_atmosphere,normal
Imam Cagdas,Mustafa Ay,Although the prices are a little high; the quality is high so it does not disappoint. The taste was very good; well done!,dataset/outdoor_atmosphere/imam_cagdas_mustafa_ay.png,5,outdoor_atmosphere,normal
Imam Cagdas,Yalcin Cokzehir,We ordered Etli Ali Nazik Kebab. They said he was the most famous. We ate meat with yogurt. The food was cold.,dataset/taste/imam_cagdas_yalcin_cohzehir.png,2,taste,normal
Imam Cagdas,Yusuf Gur,We came because it is a very famous place. They had really delicious food.,dataset/menu/imam_cagdas_yusuf_gur.png,4,menu,normal
Imam Cagdas,Humeyra Akyuz,Ali nazik was 240 tl lahmacun 50 tl even tea with a fee of 5 tl. We visited so many places; this was the most expensive.,dataset/indoor_atmosphere/imam_cagdas_humeyra_akyuz.png,3,indoor_atmosphere,normal
Imam Cagdas,Muhammet Ikbal,The taste was very good but the prices were also very high.,dataset/taste/imam_cagdas_muhammet_ikbal.png,5,taste,normal
Imam Cagdas,Olcay Akin,Located in Gaziantep historical bazaar; the place stands out with its beautiful and spacious ambiance. I liked the place very much; we came for dessert after dinner.,dataset/outdoor_atmosphere/imam_cagdas_olay_akin.png,5,outdoor_atmosphere,normal
Imam Cagdas,Duygu Er,I had the chance to taste many flavors; all of them were very good; I was amazed by Ali Nazik Kebab.,dataset/indoor_atmosphere/imam_cagdas_duygu_er.png,5,indoor_atmosphere,normal
Imam Cagdas,Ceylan Birgun,The restaurant that made our four-day Gaziantep holiday poison! There is already excessive noise; it is impossible to hear the person next to you. The waiters are indifferent; the order takes too long to arrive.,dataset/menu/imam_cagdas_ceylan_birgun.png,1,menu,normal
Imam Cagdas,Hakan Unveren,"They sold us rotten pistachios, it sucks!",dataset/taste/imam_cagdas_hakan_unveren.png,1,taste,normal
Imam Cagdas,Hakan Solak,I don't know why we ate here despite the exorbitant prices. A portion of kebab or sis meat product starts from 220 TL as of the end of June 2023. Naturally; you expect a good portion; but a tiny portion in the middle of the plate.,dataset/indoor_atmosphere/imam_cagdas_hakan_solak.png,2,indoor_atmosphere,normal
Imam Cagdas,Sinan Ozen,"A great business that does not compromise on its taste; lahmacun, garlic kebab; yoghurt kebab; the smile of the waiters; everything is in place; thank you very much for the nice service and delicious food.",dataset/outdoor_atmosphere/imam_cagdas_sinan_ozen.png,5,outdoor_atmosphere,normal
Gold Semaver,Tarik Yuce,The breakfast was very good; I recommend it; the presentations were also eye-catching. We paid 240tl for the table you see in the photo; including 6 teas and 2 Turkish coffees.,dataset/taste/gold_semaver_tarik_yuce.png,5,taste,normal
Gold Semaver,Yasemin Uzuner,The place is beautiful. The staff was very nice. We asked for tiramisu. It was very fresh and beautiful.,dataset/outdoor_atmosphere/gold_semaver_yasemin_uzun.png,4,outdoor_atmosphere,normal
Gold Semaver,Gokhan Efe,Beautiful place. The breakfast is said to be good. I had tea in the evening; it was delicious. It tastes like a samovar. The environment is calm. The music is jazz style; suitable for the calm and soft atmosphere.,dataset/indoor_atmosphere/gold_semaver_gokhan_efe.png,5,indoor_atmosphere,normal
Gold Semaver,Bunyamin Engin,Hookah and ambiance is super!,dataset/menu/gold_semaver_bunyamin_engin.png,5,menu,normal
Gold Semaver,Mehmet Mercan,They have a problem with the service; but if you're going to drink tea; they do it well. Your tea is always hot over the fire.,dataset/taste/gold_semaver_mehmet_mercan.png,3,taste,normal
Gold Semaver,Hakan Tekelioglu,Some of the coffee I wanted came spilled; the coffee tasted dry. Also; my wife's order was wrong.,dataset/taste/gold_semaver_hakan_tekelioglu.png,1,taste,normal
Gold Semaver,Mehrin Kuru,Great.,dataset/outdoor_atmosphere/gold_semaver_mehrin_guru.png,4,outdoor_atmosphere,normal
Gold Semaver,Geordon Omand,Lovely; affordable seafront spot to while away the afternoon smoking nargile and playing backgammon (tavla). Super hospitable employees and enjoyable ambience.,dataset/indoor_atmosphere/gold_semaver_geordon_omand.png,5,indoor_atmosphere,normal
Gold Semaver,ALi Bes,A cheap and delicious place. If you are passing by; you should not continue without having a cup of tea.,dataset/taste/gold_semaver_ali_bes.png,4,taste,normal
Gold Semaver,Bayram Kale,Seaside great view!,dataset/outdoor_atmosphere/gold_semaver_bayram_kale.png,5,outdoor_atmosphere,normal
Gold Semaver,Beril Kendirci,Prices are nice,dataset/menu/gold_semaver_beril_kendirci.png,4,menu,normal
Fethiye Dondurmacisi,Yeliz Eker,Bitter; mango; Bodrum tangerine; honey almond; Big Babas; mastic gum; walnut; blackberry and forest fruit definitely recommend..,dataset/taste/fethiye_dondurmacisi_yeliz_eker.png,5,taste,normal
Fethiye Dondurmacisi,Murat Yesilci,The prices are cheap from the center; the ice cream is legendary; don't miss out; it's worth waiting in line; it's the best ice cream shop in Fethiye. Real milk ice cream,dataset/indoor_atmosphere/fethiye_dondurmacisi_murat_yesilci.png,5,indoor_atmosphere,normal
Fethiye Dondurmacisi,Arch Ao,Absolutely perfect come try it..,dataset/outdoor_atmosphere/fethiye_dondurmacisi_arch_ao.png,5,outdoor_atmosphere,normal
Fethiye Dondurmacisi,Zloy Grazhdanin,Terrible. This is a lie. This is not ice cream! This gum is an ice cream substitute.,dataset/taste/fethiye_dondurmacisi_zloy_grazhdanin.png,1,taste,normal
Fethiye Dondurmacisi,Aygun Nurca,As I was crossing the road; I noticed that we stopped. The light ad is very good because everything has ice cream icons. The only normal price I've seen in Fethiye is 6 TL.,dataset/indoor_atmosphere/fethiye_dondurmacisi_aygun_nurca.png,4,indoor_atmosphere,normal
Fethiye Dondurmacisi,Bekir Tunca,The atmosphere of the place was nice; if you want to taste the ice creams; I can say that it is an ordinary ice cream that you can eat anywhere.,dataset/outdoor_atmosphere/fethiye_dondurmacisi_bekir_tunca.png,3,outdoor_atmosphere,normal
Fethiye Dondurmacisi,Batuhan Kinik,It literally gave me the feeling of chewing sugar. It's not even about ice cream.,dataset/taste/fethiye_dondurmacisi_batuhan_kinik.png,2,taste,normal
Fethiye Dondurmacisi,Semanur Cetin,We visited with my friends. The lemon one was great!,dataset/taste/fethiye_dondurmacisi_semanur_cetin.png,4,taste,normal
Fethiye Dondurmacisi,Derya Halis,A great taste. I went on recommendation; it was really true. I also recommend it to you.,dataset/outdoor_atmosphere/fethiye_dondurmacisi_derya_halis.png,5,outdoor_atmosphere,normal
Fethiye Dondurmacisi,Burak Aydogdu,Their prices are very reasonable and their ice creams are delicious. There is not only ice cream but also dessert sales inside. There are many options for ice cream; which is a very nice detail.,dataset/taste/fethiye_dondurmacisi_burak_aydogdu.png,5,taste,normal
Fethiye Dondurmacisi,Ahmet Oz,On the way to the city center of Fethiye; a sweet place caught our attention. The ice cream cone-shaped totem on the road was very original.,dataset/outdoor_atmosphere/fethiye_dondurmacisi_ahmet_oz.png,4,outdoor_atmosphere,normal
My Friends Burger,Ilknur Guntepe,The hamburger bread was very nice. I didn't like his meatballs very much.Orders are coming out very quickly; and the working friends are very kind; thank you.,dataset/indoor_atmosphere/my_friends_burger_ilknur_guntepe.png,4,indoor_atmosphere,normal
My Friends Burger,Fethi Duhan Calik,A place that makes unorthodox burgers in Samsun. The hamburger bread is big and wide with lots of sesame seeds.,dataset/outdoor_atmosphere/my_friends_burger_fethi_duhan_calik.png,4,outdoor_atmosphere,normal
My Friends Burger,Gun Oksay,It's a very nice place; the hamburger is very nice. The staff is very good; there is a children's playground,dataset/indoor_atmosphere/my_friends_burger_gun_oksay.png,5,indoor_atmosphere,normal
My Friends Burger,Hatice Isik,The place is nice; the waiters work sulkily. The location; service and presentation are beautiful. And his hamburger might be the most mediocre hamburger I've ever had. There is no meat taste in the meatball.,dataset/taste/my_friends_burger_hatice_isik.png,2,taste,normal
My Friends Burger,Olcay Albayrak,Mushroom burger the meat stays thin inside the huge burger bread; and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread.,dataset/indoor_atmosphere/my_friends_burger_olcay_albayrak.png,3,indoor_atmosphere,normal
My Friends Burger,Mahzun Zara,They have really saturated menus. The prices are very good; and as a place with a very nice interior and exterior decor with sea views; I would definitely recommend it at the same time.,dataset/menu/my_friends_burger_mahzun_zara.png,5,menu,normal
My Friends Burger,Gonul Bilir,I never liked the service very bad; when we brought the wrong burger and returned it; we had to wait that much longer. The potatoes were terrible; the only onion rings and mushrooms were beautiful. I will never go to this place again.,dataset/taste/my_friends_burger_gonul_bilir.png,1,taste,normal
My Friends Burger,Yunus Ercin,The burger is successful; but the service is very slow; I came to the place 2 times; they bring the order incorrectly.,dataset/outdoor_atmosphere/my_friends_burger_yunus_ercin.png,3,outdoor_atmosphere,normal
My Friends Burger,Nilufer Yilmaz,The menu content is beautifully varied and satisfying.,dataset/taste/my_friends_burger_nilufer_yilmaz.png,5,taste,normal
My Friends Burger,Firat Ismail,The price was not right; I bought a 2-piece menu; the burger and bread did not taste good.,dataset/taste/my_friends_burger_firat_ismail.png,2,taste,normal
My Friends Burger,Ayhan Aydin,The prices were generally reasonable; the tastes were also good enough.,dataset/menu/my_friends_burger_ayhan_aydin.png,4,menu,normal
Mcdonalds Fethiye,Fatih Altinkaya,The menus offered by the friendly staff are something else; the flavors we have tasted.,dataset/indoor_atmosphere/mcdonalds_fethiye_fatih_altinkaya.png,5,indoor_atmosphere,normal
Mcdonalds Fethiye,Suleyman Keskin,"I would like to thank the service in Fethiye branch and especially Mr. Samet; the official here, for his interest and relevance.",dataset/taste/mcdonalds_fethiye_suleyman_keskin.png,4,taste,normal
Mcdonalds Fethiye,Di Nessa,The menu is incomplete; not much; usually a disaster with happy sweet toys; felt-tip pens and a few cardboard coloring pages.,dataset/outdoor_atmosphere/mcdonalds_fethiye_di_nessa.png,3,outdoor_atmosphere,normal
Mcdonalds Fethiye,Ahmet Gedici,Taste is exactly the same as in classic hamburgers; prices are extra high.,dataset/menu/mcdonalds_fethiye_ahmet_gedici.png,4,menu,normal
Mcdonalds Fethiye,Metmet Sahin,Every time I come to Fethiye; I stop by and fill my stomach with pleasure.,dataset/indoor_atmosphere/mcdonalds_fethiye_mehmet_sahin.png,4,indoor_atmosphere,normal
Mcdonalds Fethiye,Cagla Cemre,In general; everything was good; but the tables were not collected during the 35-45 minutes I was there. It was messy inside.,dataset/taste/mcdonalds_fethiye_cagla_cemre.png,4,taste,normal
Mcdonalds Fethiye,Salih Ural,The ambiance of the place looks a bit old.,dataset/outdoor_atmosphere/mcdonalds_fethiye_salih_ural.png,3,outdoor_atmosphere,normal
Mcdonalds Fethiye,Hatice Akin,They are very fast and the food tastes good too.,dataset/taste/mcdonalds_fethiye_hatice_akin.png,5,taste,normal
Mcdonalds Fethiye,Serafettin Ozturk,The potatoes were almost dead and tasteless.,dataset/taste/mcdonalds_fethiye_serafettin_ozturk.png,2,taste,normal
Mcdonalds Fethiye,Kivanc Kulaksizoglu,I didn't like the gloomy; dark atmosphere of the environment; the toilets are dirty; you are disgusted to wash your hands.,dataset/outdoor_atmosphere/mcdonalds_fethiye_kivanc_kulaksizoglu.png,2,outdoor_atmosphere,normal
Mcdonalds Fethiye,Serdar Yıldız,There was a hair in the fries; disgusting.,dataset/menu/mcdonalds_fethiye_serdar_yildiz.png,1,menu,normal
Pukka Marmaris,Brad Murphy,In terms of price; it is above Marmaris prices. In other words; there are menus with prices above the average. I was satisfied with almost everything I ate and drank.,dataset/taste/pukka_marmaris_brad_murphy.png,4,taste,normal
Pukka Marmaris,Gursel Vatansever,It is a place where the food is as amazing as the cocktails. The sole fish was very good. employees are very engaged.,dataset/indoor_atmosphere/pukka_marmaris_gursel_vatansever.png,5,indoor_atmosphere,normal
Pukka Marmaris,Ozgur Kaya,"Slagethi all nero was excellent. Beef ribs were always tender enough. Cheek, on the other hand; has preserved its taste even though its collection is a little small. If deterioration was to come; the services were passed and the environment was much expected.",dataset/menu/pukka_marmaris_ozgur_kaya.png,3,menu,normal
Pukka Marmaris,Can Oz,As we were passing on the road; it was pleasing to our eyes and we dived in. It was good overall.,dataset/outdoor_atmosphere/pukka_marmaris_can_oz.png,4,outdoor_atmosphere,normal
Pukka Marmaris,Bekir Unsal,For people living in Marmaris; it is a beautiful place to visit in summer and winter. I recommend you to try liver because they serve it in a way I have never tried before and because of its amazing taste.,dataset/taste/pukka_marmaris_bekir_unsal.png,5,taste,normal
Pukka Marmaris,Huseyin Koca,Wonderful place where you can go with your family and have fun; nice place with live music...,dataset/indoor_atmosphere/pukka_marmaris_huseyin_koca.png,5,indoor_atmosphere,normal
Pukka Marmaris,Taner Gun,Prices were slightly higher than peers.,dataset/menu/pukka_marmaris_taner_gun.png,4,menu,normal
Pukka Marmaris,Deniz Tekin,Pukka is a restaurant by the sea where you will have the most beautiful pictures and videos where you can organize a nice organization in Marmaris.,dataset/indoor_atmosphere/pukka_marmaris_deniz_tekin.png,4,indoor_atmosphere,normal
Pukka Marmaris,Adem Can,Great concept and very tasty food.,dataset/taste/pukka_marmaris_adem_can.png,5,taste,normal
Pukka Marmaris,Selcuk Uras,Popular place for Winter and Summer; food and drink menu wide enough and delicious.,dataset/outdoor_atmosphere/pukka_marmaris_selcuk_uras.png,5,outdoor_atmosphere,normal
Pukka Marmaris,Dogukan Mert,Delicious. However; prices are as high as Marmaris in general in 2021.,dataset/menu/pukka_marmaris_dogukan_mert.png,4,menu,normal
Starbucks Bodrum,Taner Bayburtlu,The interior design is simple and pleasant; with balconies and upper floors with sea views.,dataset/indoor_atmosphere/starbucks_bodrum_taner_bayburtlu.png,5,indoor_atmosphere,normal
Starbucks Bodrum,Tugba Bal,"I can say that my worst flat white experience. ""Would you like milk?"" they said. I drank more milk than coffee.",dataset/outdoor_atmosphere/starbucks_bodrum_tugba_bal.png,1,outdoor_atmosphere,normal
Starbucks Bodrum,Ahmet Gelegen,A great starbucks branch located in Bodrum center / bazaar / port. It's great because the layout; the environment; the place and the service are very successful.,dataset/outdoor_atmosphere/starbucks_bodrum_ahmet_gelegen.png,5,outdoor_atmosphere,normal
Starbucks Bodrum,Sule Kivrak,The place is very narrow; I can say it's the worst starbucks I've ever seen.,dataset/taste/starbucks_bodrum_sule_kivrak.png,2,taste,normal
Starbucks Bodrum,Alparslan Alatur,It was a pleasant snack; a refreshing drink in hot weather.,dataset/taste/starbucks_bodrum_alparslan_alatur.png,5,taste,normal
Starbucks Bodrum,Tugrul Gul,"The view is super, the cleanliness is bad, the location is very good",dataset/indoor_atmosphere/starbucks_bodrum_tugrul_gul.png,4,indoor_atmosphere,normal
Starbucks Bodrum,Omer Kavak,The place is so sweet. but it gets too crowded in the evenings.,dataset/outdoor_atmosphere/starbucks_bodrum_omer_kavak.png,5,outdoor_atmosphere,normal
Starbucks Bodrum,Arif Kar,Familiar coffee that I taste,dataset/menu/starbucks_bodrum_arif_kar.png,3,menu,normal
Starbucks Bodrum,Beril Yilmaz,Had to stop by for a take out coffee during the morning hours.,dataset/indoor_atmosphere/starbucks_bodrum_beril_yilmaz.png,3,indoor_atmosphere,normal
Starbucks Bodrum,Mustafa Parlak,Employees are very warm. in a very pleasant location.,dataset/indoor_atmosphere/starbucks_bodrum_mustafa_parlak.png,5,indoor_atmosphere,normal
Starbucks Bodrum,Yasemin Catalkaya,The employees are very good and caring. Best Starbucks..,dataset/taste/starbucks_bodrum_yasemin_catalkaya.png,4,taste,normal
